location,hour_of_day,day_of_week,crime_type,incident_count_last_24h,severity_score,is_hotspot
unknown,2,4,other,10,0.0,0
shipley hill,15,1,other,0,0.0,0
mount vernon,9,2,other,5,0.0,0
unknown,2,2,other,12,0.4,0
homeland,1,2,other,0,0.0,0
unknown,1,4,other,1,0.0,0
unknown,23,2,other,11,0.0,0
unknown,15,1,other,3,0.0,0
howard park,1,3,other,0,0.0,0
oliver,19,5,assault,0,0.4,1
sharp-leadenhall,0,2,other,0,0.0,0
unknown,16,1,other,2,0.0,0
north harford road,1,4,other,0,0.0,0
new northwood,0,2,other,0,0.0,0
unknown,16,4,other,9,0.0,0
arlington,1,5,other,0,0.0,0
unknown,0,0,other,5,0.0,0
unknown,3,4,other,5,0.0,0
unknown,23,0,other,7,0.5,0
unknown,17,2,other,9,0.0,0
unknown,19,5,other,3,0.4,0
washington village/pigtown,1,2,other,0,0.0,0
harbor east,3,6,other,1,0.0,0
ellwood park/monument,22,0,other,0,0.0,0
unknown,3,3,other,11,0.0,0
gay street,2,3,other,0,0.0,0
mount vernon,19,1,other,0,0.4,0
hollins market,18,1,other,0,0.0,0
unknown,9,2,other,8,0.0,0
unknown,19,0,other,10,0.0,0
baltimore highlands,19,2,other,0,0.0,0
middle east,20,0,other,0,0.0,0
unknown,14,6,other,6,0.0,0
coldstream homestead montebello,23,3,assault,0,0.4,1
penn north,13,2,other,0,0.0,0
winchester,17,1,other,0,0.0,0
lucille park,17,1,other,0,0.0,0
unknown,23,6,other,4,0.0,0
sandtown-winchester,23,3,other,0,0.5,0
sandtown-winchester,16,3,other,0,0.0,0
downtown,6,5,assault,1,0.4,1
unknown,15,4,other,11,0.0,0
coldstream homestead montebello,18,4,other,0,0.0,0
penn north,16,3,other,0,0.0,0
unknown,16,2,other,6,0.4,0
unknown,18,1,other,4,0.0,0
downtown,3,0,other,0,0.0,0
unknown,14,0,other,6,0.4,0
unknown,20,4,other,1,0.0,0
unknown,12,0,other,9,0.0,0
carrollton ridge,17,1,other,0,0.0,0
mondawmin,0,2,other,0,0.0,0
mount vernon,13,6,other,2,0.0,0
unknown,20,1,other,10,0.0,0
unknown,12,5,other,9,0.4,0
unknown,23,6,other,3,0.4,0
unknown,22,3,other,9,0.0,0
unknown,18,3,other,8,0.0,0
unknown,20,4,other,4,0.0,0
unknown,8,3,other,10,0.0,0
unknown,18,1,other,5,0.0,0
sandtown-winchester,16,3,other,1,0.0,0
brooklyn,10,5,other,1,0.4,0
unknown,23,3,other,6,0.4,0
downtown,5,3,other,1,0.4,0
unknown,13,2,other,7,0.4,0
graceland park,3,5,other,0,0.0,0
unknown,17,2,other,7,0.0,0
baltimore highlands,15,3,other,0,0.0,0
inner harbor,9,5,other,0,0.0,0
waltherson,20,4,other,1,0.4,0
downtown,15,0,other,1,0.0,0
unknown,16,0,other,5,0.0,0
unknown,16,0,other,5,0.4,0
belair-edison,22,3,other,0,0.0,0
broadway east,13,3,other,0,0.0,0
pen lucy,13,3,other,0,0.0,0
unknown,15,1,other,5,0.0,0
unknown,18,6,other,3,0.0,0
unknown,0,2,other,7,0.0,0
berea,20,1,other,0,0.0,0
central park heights,2,2,other,2,0.0,0
o'donnell heights,23,4,other,0,0.0,0
woodbourne-mccabe,2,5,other,0,0.0,0
edmondson village,19,1,other,0,0.0,0
liberty square,3,5,other,0,0.0,0
unknown,13,5,other,11,0.0,0
unknown,19,1,other,4,0.0,0
unknown,11,6,other,5,0.0,0
broadway east,21,4,other,0,0.0,0
pen lucy,20,4,other,0,0.0,0
unknown,19,4,other,8,0.4,0
unknown,1,2,other,12,0.0,0
unknown,19,4,other,8,0.0,0
unknown,1,5,other,9,0.0,0
unknown,18,2,other,12,0.0,0
unknown,0,3,other,1,0.4,0
berea,18,1,other,1,0.0,0
unknown,4,2,other,16,0.0,0
darley park,5,1,assault,0,0.4,1
loch raven,20,6,other,0,0.0,0
baltimore highlands,2,1,other,0,0.0,0
four by four,3,1,other,0,0.0,0
central park heights,12,3,other,0,0.0,0
unknown,15,2,assault,7,0.4,1
dunbar-broadway,17,3,other,0,0.0,0
clifton park,19,1,other,0,0.0,0
belair-edison,16,3,other,0,0.0,0
unknown,20,0,other,10,0.0,0
east baltimore midway,18,2,other,1,0.0,0
sandtown-winchester,1,3,other,1,0.0,0
upton,8,5,other,1,0.4,0
sandtown-winchester,1,4,other,0,0.0,0
unknown,15,1,other,7,0.0,0
evergreen lawn,2,0,other,0,0.0,0
unknown,11,5,other,2,0.0,0
madison-eastend,23,3,assault,1,0.4,1
druid heights,11,1,other,0,0.0,0
darley park,3,5,other,0,0.0,0
unknown,13,6,other,8,0.0,0
unknown,8,1,other,2,0.0,0
upton,18,2,other,1,0.0,0
unknown,8,4,other,10,0.0,0
mount vernon,0,3,other,0,0.0,0
unknown,13,2,other,5,0.0,0
unknown,1,2,other,3,0.0,0
belair-edison,13,2,other,2,0.0,0
unknown,14,3,other,11,0.4,0
franklintown,17,0,other,0,0.0,0
central forest park,16,4,other,0,0.0,0
unknown,6,6,other,6,0.0,0
unknown,21,4,other,6,0.0,0
unknown,3,2,other,13,0.0,0
mayfield,8,5,other,0,0.0,0
perkins homes,16,2,other,0,0.4,0
unknown,12,4,other,7,0.0,0
baltimore highlands,6,5,other,0,0.4,0
downtown,6,1,other,0,0.0,0
unknown,2,4,other,5,0.0,0
glen,3,0,assault,0,0.4,1
unknown,22,0,other,4,0.4,0
washington village/pigtown,16,2,other,0,0.0,0
unknown,8,2,other,15,0.0,0
unknown,9,4,other,12,0.0,0
unknown,11,5,other,7,0.0,0
unknown,4,3,other,8,0.0,0
patterson place,22,2,assault,0,0.4,1
unknown,12,1,other,0,0.0,0
unknown,12,2,other,5,0.0,0
unknown,0,5,other,2,0.0,0
unknown,18,3,other,7,0.5,0
east baltimore midway,3,3,assault,0,0.4,1
madison-eastend,0,2,other,0,0.0,0
madison-eastend,19,4,other,0,0.0,0
unknown,22,0,other,6,0.4,0
belair-edison,22,5,other,0,0.0,0
unknown,1,2,other,5,0.0,0
unknown,22,0,other,8,0.0,0
unknown,13,6,other,3,0.0,0
unknown,8,1,other,8,0.4,0
broadway east,16,2,other,1,0.0,0
inner harbor,20,4,other,0,0.0,0
sandtown-winchester,20,3,other,0,0.0,0
medford,18,6,other,0,0.0,0
park circle,2,5,other,0,0.0,0
harwood,1,2,other,0,0.0,0
unknown,18,1,other,7,0.4,0
belair-edison,1,4,other,0,0.0,0
unknown,22,1,other,12,0.4,0
unknown,14,3,other,12,0.0,0
unknown,2,6,other,2,0.0,0
unknown,21,1,other,7,0.0,0
unknown,7,0,other,1,0.0,0
mcelderry park,16,3,other,1,0.0,0
unknown,22,5,other,3,0.0,0
herring run park,21,0,other,0,0.0,0
greektown,5,3,other,0,0.0,0
fallstaff,10,2,other,0,0.0,0
berea,16,2,other,2,0.0,0
unknown,12,0,other,6,0.0,0
perkins homes,23,0,other,0,0.0,0
penn north,21,3,other,1,0.0,0
unknown,15,0,other,9,0.0,0
unknown,15,0,assault,4,0.4,1
rosemont,0,6,other,0,0.0,0
mount vernon,5,3,other,0,0.0,0
unknown,10,4,other,7,0.0,0
mount vernon,0,4,other,2,0.0,0
ellwood park/monument,16,1,other,1,0.0,0
unknown,3,2,other,5,0.4,0
coppin heights/ash-co-east,20,1,other,0,0.0,0
northwest community action,0,3,other,0,0.0,0
unknown,20,3,other,6,0.0,0
unknown,21,6,other,5,0.0,0
clifton park,19,3,other,0,0.0,0
easterwood,18,3,other,0,0.0,0
oldtown,13,6,other,1,0.0,0
unknown,9,6,other,9,0.4,0
unknown,17,2,other,5,0.0,0
unknown,14,0,other,7,0.4,0
unknown,9,0,other,7,0.0,0
rosemont,19,3,other,0,0.0,0
harlem park,8,6,other,0,0.0,0
east baltimore midway,23,4,other,0,0.4,0
reservoir hill,4,3,other,0,0.0,0
unknown,18,0,other,2,0.0,0
howard park,21,1,other,0,0.0,0
unknown,5,2,other,10,0.0,0
hamilton hills,21,6,other,0,0.4,0
west arlington,20,1,other,0,0.0,0
coldstream homestead montebello,6,0,other,0,0.0,0
mount vernon,17,1,other,3,0.0,0
unknown,20,3,other,1,0.0,0
allendale,22,3,other,0,0.0,0
downtown,6,3,other,1,0.4,0
biddle street,8,0,assault,1,0.4,1
brooklyn,16,5,other,0,0.0,0
east baltimore midway,1,6,other,0,0.0,0
unknown,4,2,other,4,0.0,0
unknown,16,1,other,11,0.0,0
dolfield,11,2,other,0,0.0,0
unknown,1,5,other,2,0.0,0
baltimore highlands,23,3,other,0,0.0,0
walbrook,19,2,other,0,0.0,0
harlem park,21,6,other,0,0.0,0
penn north,15,4,other,0,0.0,0
lakeland,23,0,other,0,0.0,0
unknown,21,2,other,13,0.0,0
rosemont,4,2,other,0,0.0,0
greenspring,23,0,other,0,0.0,0
washington village/pigtown,20,2,other,0,0.0,0
westfield,20,2,other,0,0.0,0
brooklyn,6,0,other,0,0.0,0
unknown,13,5,other,5,0.0,0
unknown,16,2,other,16,0.0,0
old goucher,15,6,other,0,0.4,0
harlem park,6,6,other,1,0.0,0
east baltimore midway,17,0,other,1,0.0,0
harlem park,20,3,other,2,0.0,0
perring loch,3,5,assault,0,0.4,1
unknown,20,0,other,5,0.0,0
broadway east,17,2,other,0,0.0,0
unknown,22,4,other,3,0.0,0
unknown,1,4,other,8,0.0,0
harlem park,14,1,other,0,0.0,0
unknown,15,1,other,6,0.0,0
unknown,20,3,other,9,0.0,0
unknown,13,3,other,12,0.0,0
unknown,16,1,other,7,0.0,0
central park heights,14,4,other,0,0.0,0
curtis bay,1,3,assault,0,0.4,1
hamilton,18,1,other,0,0.0,0
lakeland,3,1,other,1,0.0,0
carrollton ridge,16,2,other,0,0.0,0
morgan state university,20,0,other,0,0.0,0
reservoir hill,21,4,other,0,0.0,0
unknown,4,5,other,7,0.0,0
mount vernon,17,2,other,3,0.0,0
penn north,23,2,other,2,0.0,0
curtis bay,7,3,other,0,0.0,0
shipley hill,0,2,other,1,0.0,0
unknown,21,4,other,1,0.0,0
carrollton ridge,18,2,other,1,0.0,0
clifton park,5,5,other,0,0.0,0
hollins market,17,4,other,1,0.0,0
waltherson,23,0,other,0,0.0,0
dunbar-broadway,21,4,other,0,0.0,0
unknown,4,3,other,9,0.0,0
unknown,14,2,other,11,0.0,0
unknown,13,1,other,5,0.4,0
unknown,15,6,other,1,0.0,0
carrollton ridge,7,4,other,0,0.0,0
unknown,17,2,other,7,0.0,0
franklin square,1,1,other,0,0.0,0
